Name,Type,Parent Object,Description,IsParent,Associated Parent
StringValueCommandInput.isValid,Property,StringValueCommandInput,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isValueError,Property,StringValueCommandInput,specifies if the current value shown is valid or not any string is valid for a stringvaluecommandinput but you many have some criteria that the string needs to meet for it to be valid in your application you you use the commands validateinputs event to verify that inputs are valid and control whether the ok button is enabled or not and you can also set this property on specific stringvaluecommandinputs objects to indicate to the user that a specific value is not correct when this property is true fusion 360 will change the color of the text to red to indicate to the user there is a problemdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.isVisible,Property,StringValueCommandInput,gets or sets if this input will be visible to the userdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.name,Property,StringValueCommandInput,gets the user visible name of this inputdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.objectType,Property,StringValueCommandInput,returns a string indicating the type of the objectdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.parentCommand,Property,StringValueCommandInput,gets the parent commanddefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.parentCommandInput,Property,StringValueCommandInput,gets the parent commandinput if this commandinput is the child of a tabcommandinput or groupcommandinput returns null if their is no parentdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.toolClipFilename,Property,StringValueCommandInput,gets or sets the full filename of the image file png used for the tool clip the tooltip is always shown but as the user hovers over the control it will progressively display the tool clip and description textdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.tooltip,Property,StringValueCommandInput,gets or sets the base tooltip string this is always shown for commands if the tooltip description andor tool clip are also specified then the tooltip will progressively display more information as the user hovers the mouse over the controldefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.tooltipDescription,Property,StringValueCommandInput,gets or sets additional text to display progressively along with the tooltip the text for the description can contain some basic html formatting tags to format the tags for example the br tag can be used to create multiple paragraphs the tooltip is always shown but as the user hovers over the control it will progressively display the tool clip and description textdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
StringValueCommandInput.value,Property,StringValueCommandInput,gets or sets the value of this inputdefined in and the header file is adskcoreuserinterfacestringvaluecommandinputh,False,StringValueCommandInput
Surface,Object,,,True,Surface
SurfaceContinuityTypes,Enumerator,,,True,SurfaceContinuityTypes
SurfaceDeleteFaceFeature,Object,,,True,SurfaceDeleteFaceFeature
SurfaceDeleteFaceFeatures,Object,,,True,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.add,Method,SurfaceDeleteFaceFeatures,creates a new surfacedeletefacefeature feature this deletes the specified faces from their bodies without any attempt to heal the openings this is equivalent to selecting and deleting faces when in the patch workspacedefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.classType,Method,SurfaceDeleteFaceFeatures,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.count,Property,SurfaceDeleteFaceFeatures,the number of surfacedeletefacefeature objects in the collectiondefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.isValid,Property,SurfaceDeleteFaceFeatures,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.item,Method,SurfaceDeleteFaceFeatures,function that returns the specified surfacedeletefacefeature object using an index into the collectiondefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
SurfaceDeleteFaceFeatures.itemByName,Method,SurfaceDeleteFaceFeatures,function that returns the specified surfacedeletefacefeature object using the name of the featuredefined in and the header file is adskfusionfeaturessurfacedeletefacefeaturesh,False,SurfaceDeleteFaceFeatures
